incident_id,opened_date,severity,affected_system_ar,incident_title_ar,incident_summary_ar,responsible_unit,status
INC-01990,2022-09-26,عالية,منصة تبادل البيانات الوطنية,تقييم الأثر الاستراتيجي لانقطاع منصة تبادل البيانات الوطنية,دراسة استراتيجية لأثر الانقطاع على الالتزامات التعاقدية. المرجع SOC-2022-8149 · الجهة المعنية: إدارة المخاطر التقنية.,إدارة المخاطر التقنية,مغلق بعد المراجعة
INC-01991,2025-07-30,عالية,بوابة المدفوعات الوطنية,مراجعة ما بعد الحادثة لبوابة المدفوعات الوطنية,مراجعة تفصيلية لأسباب جذرية وثغرات ضبط لم تُعالج بعد. المرجع SOC-2025-3828 · الجهة المعنية: مركز العمليات السيبرانية.,مركز العمليات السيبرانية,قيد المعالجة
INC-01992,2023-10-20,عالية,نظام إدارة الهوية المركزي,إحاطة عاجلة للمركز الوطني بشأن حادثة سكاكا,إحاطة تتضمن مؤشرات اختراق ومواقع تأثير لا يجوز تداولها. المرجع SOC-2023-7064 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,مغلق بعد المراجعة
INC-01993,2021-11-29,متوسطة,منصة المراسلات الرسمية,مذكرة داخلية عن ضبط صلاحيات منصة المراسلات الرسمية,مذكرة داخلية لتنظيم منح الصلاحيات ومراجعتها الدورية. المرجع SOC-2021-8928 · الجهة المعنية: فريق اختبار الاختراق.,فريق اختبار الاختراق,قيد المعالجة
INC-01994,2022-08-16,متوسطة,بوابة الموردين الإلكترونية,تسريب مستندات تفاوضية من بوابة الموردين الإلكترونية,تحقيق في تسريب مستندات ذات قيمة تنافسية إلى خارج الجهة. المرجع SOC-2022-6994 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,قيد المراجعة
INC-01995,2019-01-15,متوسطة,منصة الاجتماعات المؤمّنة,كشف بيانات اعتماد إدارية في مستودع شيفرة خارجي,تحقيق في نشر بيانات اعتماد تشغيلية بمستودع عام وإجراءات الإبطال. المرجع SOC-2019-1704 · الجهة المعنية: مركز العمليات السيبرانية.,مركز العمليات السيبرانية,قيد المعالجة
INC-01996,2023-07-08,منخفضة,بوابة المدفوعات الوطنية,منشور توعوي عن التصيّد الإلكتروني - ضبط الجودة الربع الثالث 2023,منشور توعوي عام يشرح مؤشرات الرسائل المشبوهة للجمهور. المرجع SOC-2023-2363 · الجهة المعنية: فريق اختبار الاختراق.,فريق اختبار الاختراق,مغلق
INC-01997,2019-04-12,عالية,نظام إدارة الأصول التقنية,حادثة رقم NSI-2019-330 - تصنيف اللجنة العليا,حادثة مصعّدة للجنة العليا لارتباطها بمواقع وطنية محددة. المرجع SOC-2019-4606 · الجهة المعنية: إدارة حوكمة البيانات.,إدارة حوكمة البيانات,قيد المعالجة
INC-01998,2021-06-16,متوسطة,نظام التحقق الرقمي,حجب خدمة موزع على نظام التحقق الرقمي - نجران,تحقيق في هجوم حجب خدمة أثّر على توفر المنصة وخطة الصد. المرجع SOC-2021-9622 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,مغلق بعد المراجعة
INC-01999,2025-11-17,منخفضة,نظام التحقق الرقمي,مخالفة خصوصية في مشاركة سجلات المستفيدين,مشاركة سجلات دون تطبيق ضوابط خصوصية المستفيدين. المرجع SOC-2025-6969 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,مغلق بعد المراجعة
INC-02000,2021-09-06,عالية,شبكة الربط الحكومي,ثغرة رفع صلاحيات في شبكة الربط الحكومي,تحقيق فني في ثغرة مكتشفة وتقييم قابلية الاستغلال وخطة المعالجة. المرجع SOC-2021-8231 · الجهة المعنية: مركز العمليات السيبرانية.,مركز العمليات السيبرانية,مصعّد
INC-02001,2024-01-29,حرجة,منصة المراسلات الرسمية,تهديد بتعطيل منظومة ذات استخدام عسكري مساند,بلاغ عن استهداف منظومة عسكري الاستخدام مرتبطة بالجهة. المرجع SOC-2024-7931 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,مغلق بعد المراجعة
INC-02002,2023-10-29,عالية,منصة الاجتماعات المؤمّنة,كشف بيانات اعتماد إدارية في مستودع شيفرة خارجي,تحقيق في نشر بيانات اعتماد تشغيلية بمستودع عام وإجراءات الإبطال. المرجع SOC-2023-1983 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,مصعّد
INC-02003,2026-03-02,متوسطة,منصة التحليلات المؤسسية,قضية احتيال إلكتروني على بوابة المدفوعات (2026),قضية احتيال قيد المتابعة مع الجهات المختصة وتقدير الخسارة. المرجع SOC-2026-6823 · الجهة المعنية: وحدة الالتزام التنظيمي.,وحدة الالتزام التنظيمي,قيد المعالجة
INC-02004,2024-06-12,حرجة,شبكة الاتصالات الداخلية,حادثة رقم NSI-2024-100 - تصنيف اللجنة العليا,حادثة مصعّدة للجنة العليا لارتباطها بمواقع وطنية محددة. المرجع SOC-2024-5186 · الجهة المعنية: إدارة حوكمة البيانات.,إدارة حوكمة البيانات,قيد المراجعة
INC-02005,2024-05-21,متوسطة,نظام إدارة الأصول التقنية,تقييم الأثر الاستراتيجي لانقطاع نظام إدارة الأصول التقنية,دراسة استراتيجية لأثر الانقطاع على الالتزامات التعاقدية. المرجع SOC-2024-8900 · الجهة المعنية: فريق اختبار الاختراق.,فريق اختبار الاختراق,مغلق
INC-02006,2020-11-22,منخفضة,مركز البيانات الرئيسي,منشور توعوي عن التصيّد الإلكتروني - الاتصال المؤسسي الربع الثالث 2020,منشور توعوي عام يشرح مؤشرات الرسائل المشبوهة للجمهور. المرجع SOC-2020-1706 · الجهة المعنية: فريق اختبار الاختراق.,فريق اختبار الاختراق,مصعّد
INC-02007,2024-04-29,عالية,نظام إدارة الهوية المركزي,مؤشرات اختراق مستمرة في شريحة الشبكة 10,نشاط مستمر غير مفسر داخل شريحة إنتاجية وخطة الاحتواء المرحلية. المرجع SOC-2024-8613 · الجهة المعنية: فريق الاستجابة للحوادث.,,مصعّد
INC-02008,2022-10-24,عالية,نظام التحقق الرقمي,حادثة مساس بمتطلبات سيادة البيانات في نظام التحقق الرقمي,نقل بيانات خارج النطاق المصرح بما يخل بمتطلبات سيادة البيانات. المرجع SOC-2022-8716 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,قيد المراجعة
INC-02009,2024-09-25,متوسطة,نظام إدارة الأصول التقنية,بلاغ عن ضياع جهاز يحتوي بيانات هوية منسوبين,فقدان جهاز محمول يحتوي ملفات بها بيانات هوية وتواصل. المرجع SOC-2024-9413 · الجهة المعنية: مركز العمليات السيبرانية.,مركز العمليات السيبرانية,مغلق بعد المراجعة
INC-02010,2019-06-16,متوسطة,منصة المراسلات الرسمية,مراجعة ما بعد الحادثة لمنصة المراسلات الرسمية,مراجعة تفصيلية لأسباب جذرية وثغرات ضبط لم تُعالج بعد. المرجع SOC-2019-9652 · الجهة المعنية: إدارة المخاطر التقنية.,إدارة المخاطر التقنية,قيد المعالجة
INC-02011,2019-11-27,عالية,بوابة المستفيدين,إساءة استخدام صلاحيات إدارية في بوابة المستفيدين,تحقيق في استخدام حساب إداري للوصول إلى سجلات خارج نطاق العمل. المرجع SOC-2019-9260 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,مصعّد
INC-02012,2020-03-23,عالية,مركز البيانات الاحتياطي,قضية احتيال إلكتروني على بوابة المدفوعات (2020),قضية احتيال قيد المتابعة مع الجهات المختصة وتقدير الخسارة. المرجع SOC-2020-9607 · الجهة المعنية: إدارة حوكمة البيانات.,إدارة حوكمة البيانات,قيد المعالجة
INC-02013,2022-05-25,عالية,بوابة المستفيدين,كشف بيانات اعتماد إدارية في مستودع شيفرة خارجي,تحقيق في نشر بيانات اعتماد تشغيلية بمستودع عام وإجراءات الإبطال. المرجع SOC-2022-5127 · الجهة المعنية: إدارة حوكمة البيانات.,إدارة حوكمة البيانات,مصعّد
INC-02014,2022-02-14,متوسطة,بوابة المستفيدين,تسريب مستندات تفاوضية من بوابة المستفيدين,تحقيق في تسريب مستندات ذات قيمة تنافسية إلى خارج الجهة. المرجع SOC-2022-7407 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,مغلق بعد المراجعة
INC-02015,2020-11-16,منخفضة,شبكة الاتصالات الداخلية,منشور توعوي عن التصيّد الإلكتروني - التخطيط والتطوير الربع الثاني 2020,منشور توعوي عام يشرح مؤشرات الرسائل المشبوهة للجمهور. المرجع SOC-2020-5941 · الجهة المعنية: وحدة الالتزام التنظيمي.,وحدة الالتزام التنظيمي,مغلق
INC-02016,2021-05-04,متوسطة,نظام إدارة الأصول التقنية,مؤشرات اختراق مستمرة في شريحة الشبكة 30,نشاط مستمر غير مفسر داخل شريحة إنتاجية وخطة الاحتواء المرحلية. المرجع SOC-2021-2141 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,مصعّد
INC-02017,2019-01-24,متوسطة,شبكة الربط الحكومي,إساءة استخدام صلاحيات إدارية في شبكة الربط الحكومي,تحقيق في استخدام حساب إداري للوصول إلى سجلات خارج نطاق العمل. المرجع SOC-2019-7773 · الجهة المعنية: وحدة الالتزام التنظيمي.,وحدة الالتزام التنظيمي,قيد المعالجة
INC-02018,2022-07-02,حرجة,مركز البيانات الرئيسي,إنذار أمني بشأن منشأة نووي الاستخدام المدني في القطيف,إنذار تقني مرتبط بأنظمة منشأة نووي الاستخدام المدني. المرجع SOC-2022-8323 · الجهة المعنية: مركز العمليات السيبرانية.,مركز العمليات السيبرانية,مغلق
INC-02019,2020-06-27,متوسطة,شبكة الربط الحكومي,مراجعة ما بعد الحادثة لشبكة الربط الحكومي,مراجعة تفصيلية لأسباب جذرية وثغرات ضبط لم تُعالج بعد. المرجع SOC-2020-4102 · الجهة المعنية: إدارة حوكمة البيانات.,إدارة حوكمة البيانات,مغلق
INC-02020,2022-12-24,عالية,نظام إدارة الهوية المركزي,ثغرة حقن أوامر في نظام إدارة الهوية المركزي,تحقيق فني في ثغرة مكتشفة وتقييم قابلية الاستغلال وخطة المعالجة. المرجع SOC-2022-3021 · الجهة المعنية: مركز العمليات السيبرانية.,مركز العمليات السيبرانية,قيد المعالجة
INC-02021,2019-05-10,متوسطة,منصة المراسلات الرسمية,مذكرة داخلية عن ضبط صلاحيات منصة المراسلات الرسمية,مذكرة داخلية لتنظيم منح الصلاحيات ومراجعتها الدورية. المرجع SOC-2019-2582 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,قيد المعالجة
INC-02022,2025-09-25,عالية,شبكة الربط الحكومي,هجوم فدية على شبكة الربط الحكومي - عرعر,قضية ابتزاز إلكتروني قيد المعالجة مع تقييم أثر التوقف التشغيلي. المرجع SOC-2025-3185 · الجهة المعنية: وحدة الالتزام التنظيمي.,وحدة الالتزام التنظيمي,مغلق بعد المراجعة
INC-02023,2021-01-29,متوسطة,منصة التحليلات المؤسسية,خطة الاستجابة الاستراتيجية لحوادث قطاع الحلول الحكومية,خطة استراتيجية لتصعيد الحوادث وتوزيع الأدوار بين الفرق. المرجع SOC-2021-3768 · الجهة المعنية: إدارة حوكمة البيانات.,إدارة حوكمة البيانات,قيد المراجعة
INC-02024,2023-06-01,عالية,نظام الأرشفة الإلكترونية,ثغرة ثغرة في سلسلة الإمداد في نظام الأرشفة الإلكترونية,تحقيق فني في ثغرة مكتشفة وتقييم قابلية الاستغلال وخطة المعالجة. المرجع SOC-2023-3821 · الجهة المعنية: إدارة حوكمة البيانات.,إدارة حوكمة البيانات,قيد المراجعة
INC-02025,2023-12-10,عالية,مركز البيانات الرئيسي,ثغرة ضعف في تشفير القنوات في مركز البيانات الرئيسي,تحقيق فني في ثغرة مكتشفة وتقييم قابلية الاستغلال وخطة المعالجة. المرجع SOC-2023-5204 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,مصعّد
INC-02026,2025-04-04,حرجة,مركز البيانات الاحتياطي,تقرير استخبارات تهديد عن حملة تستهدف مركز البيانات الاحتياطي,تحليل استخبارات مصادر مفتوحة ومغلقة لحملة موجهة ضد جهات وطنية. المرجع SOC-2025-3899 · الجهة المعنية: إدارة المخاطر التقنية.,إدارة المخاطر التقنية,مصعّد
INC-02027,2023-11-17,عالية,نظام الأرشفة الإلكترونية,إساءة استخدام صلاحيات إدارية في نظام الأرشفة الإلكترونية,تحقيق في استخدام حساب إداري للوصول إلى سجلات خارج نطاق العمل. المرجع SOC-2023-1176 · الجهة المعنية: إدارة حوكمة البيانات.,إدارة حوكمة البيانات,قيد المراجعة
INC-02028,2020-02-05,عالية,بوابة المستفيدين,إساءة استخدام صلاحيات إدارية في بوابة المستفيدين,تحقيق في استخدام حساب إداري للوصول إلى سجلات خارج نطاق العمل. المرجع SOC-2020-8157 · الجهة المعنية: إدارة المخاطر التقنية.,إدارة المخاطر التقنية,مغلق بعد المراجعة
INC-02029,2022-10-05,عالية,نظام التخطيط المؤسسي,خطة الاستجابة الاستراتيجية لحوادث قطاع الشراكات,خطة استراتيجية لتصعيد الحوادث وتوزيع الأدوار بين الفرق. المرجع SOC-2022-1790 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,قيد المراجعة
INC-02030,2025-07-13,عالية,منصة التوثيق الإلكتروني,اشتباه تسريب مفاتيح التشفير الخاصة بمنصة التوثيق الإلكتروني,مؤشرات على كشف مفاتيح التشفير المستخدمة في حماية قنوات وطنية. المرجع SOC-2025-5021 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,مغلق بعد المراجعة
INC-02031,2023-09-27,حرجة,منصة تبادل البيانات الوطنية,اشتباه تسريب مفاتيح التشفير الخاصة بمنصة تبادل البيانات الوطنية,مؤشرات على كشف مفاتيح التشفير المستخدمة في حماية قنوات وطنية. المرجع SOC-2023-6483 · الجهة المعنية: مركز العمليات السيبرانية.,مركز العمليات السيبرانية,مصعّد
INC-02032,2023-12-03,متوسطة,منصة التوثيق الإلكتروني,مخالفة خصوصية في مشاركة سجلات المستفيدين,مشاركة سجلات دون تطبيق ضوابط خصوصية المستفيدين. المرجع SOC-2023-2708 · الجهة المعنية: وحدة الالتزام التنظيمي.,وحدة الالتزام التنظيمي,مصعّد
INC-02033,2026-06-13,منخفضة,منصة التحليلات المؤسسية,منشور توعوي عن التصيّد الإلكتروني - تقنية المعلومات الربع الثاني 2026,منشور توعوي عام يشرح مؤشرات الرسائل المشبوهة للجمهور. المرجع SOC-2026-6963 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,مغلق
INC-02034,2023-04-12,عالية,منصة التوثيق الإلكتروني,مؤشرات اختراق مستمرة في شريحة الشبكة 213,نشاط مستمر غير مفسر داخل شريحة إنتاجية وخطة الاحتواء المرحلية. المرجع SOC-2023-1399 · الجهة المعنية: وحدة الالتزام التنظيمي.,وحدة الالتزام التنظيمي,قيد المراجعة
INC-02035,2025-03-09,عالية,نظام الأرشفة الإلكترونية,اشتباه اختراق مرتبط بمواقع تخزين أسلحة خاضعة للرقابة,محاولة وصول إلى سجلات مواقع أسلحة ومواد خاضعة للرقابة. المرجع SOC-2025-3166 · الجهة المعنية: فريق الاستجابة للحوادث.,,قيد المعالجة
INC-02036,2021-01-13,متوسطة,منصة المراسلات الرسمية,نتائج اختبار اختراق منصة المراسلات الرسمية - الربع الأول 2021,تحقيق هجومي كشف مسارات حقن أوامر قابلة للاستغلال. المرجع SOC-2021-1267 · الجهة المعنية: إدارة حوكمة البيانات.,إدارة حوكمة البيانات,قيد المعالجة
INC-02037,2023-10-06,عالية,بوابة المستفيدين,تسريب مستندات تفاوضية من بوابة المستفيدين,تحقيق في تسريب مستندات ذات قيمة تنافسية إلى خارج الجهة. المرجع SOC-2023-7806 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,مغلق بعد المراجعة
INC-02038,2024-01-16,متوسطة,مركز البيانات الاحتياطي,مراجعة ما بعد الحادثة لمركز البيانات الاحتياطي,مراجعة تفصيلية لأسباب جذرية وثغرات ضبط لم تُعالج بعد. المرجع SOC-2024-3830 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,قيد المعالجة
INC-02039,2021-08-31,متوسطة,نظام النسخ الاحتياطي المركزي,إساءة استخدام صلاحيات إدارية في نظام النسخ الاحتياطي المركزي,تحقيق في استخدام حساب إداري للوصول إلى سجلات خارج نطاق العمل. المرجع SOC-2021-5253 · الجهة المعنية: مركز العمليات السيبرانية.,مركز العمليات السيبرانية,مغلق
INC-02040,2024-06-24,عالية,شبكة الاتصالات الداخلية,إساءة استخدام صلاحيات إدارية في شبكة الاتصالات الداخلية,تحقيق في استخدام حساب إداري للوصول إلى سجلات خارج نطاق العمل. المرجع SOC-2024-2045 · الجهة المعنية: إدارة حوكمة البيانات.,إدارة حوكمة البيانات,مصعّد
INC-02041,2023-09-30,منخفضة,مركز البيانات الاحتياطي,مخالفة خصوصية في مشاركة سجلات المستفيدين,مشاركة سجلات دون تطبيق ضوابط خصوصية المستفيدين. المرجع SOC-2023-4045 · الجهة المعنية: فريق اختبار الاختراق.,فريق اختبار الاختراق,مغلق بعد المراجعة
INC-02042,2019-12-18,متوسطة,نظام الأرشفة الإلكترونية,اختراق في سلسلة الإمداد عبر مكوّن طرف ثالث (2019),تحقيق في مكوّن مورد يحتوي شيفرة غير موثوقة داخل بيئة الإنتاج. المرجع SOC-2019-7507 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,قيد المراجعة
INC-02043,2025-09-16,حرجة,بوابة الموردين الإلكترونية,محاولة اختراق أنظمة التحكم في محطة تحلية مياه,رصد نشاط جهة تهديد داخلية يستهدف أنظمة تحكم منشأة حيوية وطنية. المرجع SOC-2025-8751 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,قيد المعالجة
INC-02044,2020-02-03,متوسطة,منصة المراسلات الرسمية,إساءة استخدام صلاحيات إدارية في منصة المراسلات الرسمية,تحقيق في استخدام حساب إداري للوصول إلى سجلات خارج نطاق العمل. المرجع SOC-2020-8540 · الجهة المعنية: مركز العمليات السيبرانية.,مركز العمليات السيبرانية,مغلق
INC-02045,2021-06-15,عالية,نظام النسخ الاحتياطي المركزي,كشف بيانات اعتماد إدارية في مستودع شيفرة خارجي,تحقيق في نشر بيانات اعتماد تشغيلية بمستودع عام وإجراءات الإبطال. المرجع SOC-2021-6487 · الجهة المعنية: إدارة حوكمة البيانات.,إدارة حوكمة البيانات,قيد المراجعة
INC-02046,2024-02-25,عالية,شبكة الربط الحكومي,تسريب مستندات تفاوضية من شبكة الربط الحكومي,تحقيق في تسريب مستندات ذات قيمة تنافسية إلى خارج الجهة. المرجع SOC-2024-9048 · الجهة المعنية: مركز العمليات السيبرانية.,,مصعّد
INC-02047,2021-07-06,متوسطة,منصة تبادل البيانات الوطنية,قضية احتيال إلكتروني على بوابة المدفوعات (2021),قضية احتيال قيد المتابعة مع الجهات المختصة وتقدير الخسارة. المرجع SOC-2021-5019 · الجهة المعنية: مركز العمليات السيبرانية.,مركز العمليات السيبرانية,قيد المراجعة
INC-02048,2025-11-30,عالية,بوابة الموردين الإلكترونية,محاولة اختراق أنظمة التحكم في محطة توليد كهربائي,رصد نشاط جهة تهديد مدعومة يستهدف أنظمة تحكم منشأة حيوية وطنية. المرجع SOC-2025-2066 · الجهة المعنية: إدارة المخاطر التقنية.,إدارة المخاطر التقنية,قيد المعالجة
INC-02049,2020-06-21,عالية,بوابة المستفيدين,مؤشرات اختراق مستمرة في شريحة الشبكة 94,نشاط مستمر غير مفسر داخل شريحة إنتاجية وخطة الاحتواء المرحلية. المرجع SOC-2020-9548 · الجهة المعنية: إدارة استمرارية الأعمال.,إدارة استمرارية الأعمال,مغلق بعد المراجعة
INC-02050,2026-02-02,متوسطة,نظام النسخ الاحتياطي المركزي,مراجعة ما بعد الحادثة لنظام النسخ الاحتياطي المركزي,مراجعة تفصيلية لأسباب جذرية وثغرات ضبط لم تُعالج بعد. المرجع SOC-2026-3783 · الجهة المعنية: فريق اختبار الاختراق.,فريق اختبار الاختراق,مغلق
INC-02051,2021-09-26,متوسطة,نظام إدارة الأصول التقنية,خطة الاستجابة الاستراتيجية لحوادث قطاع العمليات,خطة استراتيجية لتصعيد الحوادث وتوزيع الأدوار بين الفرق. المرجع SOC-2021-7974 · الجهة المعنية: مركز العمليات السيبرانية.,مركز العمليات السيبرانية,قيد المعالجة
INC-02052,2023-10-29,حرجة,شبكة الربط الحكومي,حادثة مساس بمتطلبات سيادة البيانات في شبكة الربط الحكومي,نقل بيانات خارج النطاق المصرح بما يخل بمتطلبات سيادة البيانات. المرجع SOC-2023-7965 · الجهة المعنية: إدارة حوكمة البيانات.,إدارة حوكمة البيانات,مصعّد
INC-02053,2022-02-13,عالية,منصة تبادل البيانات الوطنية,حادثة رقم NSI-2022-821 - تصنيف اللجنة العليا,حادثة مصعّدة للجنة العليا لارتباطها بمواقع وطنية محددة. المرجع SOC-2022-9116 · الجهة المعنية: إدارة حوكمة البيانات.,إدارة حوكمة البيانات,قيد المعالجة
INC-02054,2022-07-13,عالية,مركز البيانات الرئيسي,كشف بيانات اعتماد إدارية في مستودع شيفرة خارجي,تحقيق في نشر بيانات اعتماد تشغيلية بمستودع عام وإجراءات الإبطال. المرجع SOC-2022-5505 · الجهة المعنية: فريق اختبار الاختراق.,فريق اختبار الاختراق,مغلق بعد المراجعة
INC-02055,2024-01-13,متوسطة,منصة التوثيق الإلكتروني,نتائج اختبار اختراق منصة التوثيق الإلكتروني - الربع الثاني 2024,تحقيق هجومي كشف مسارات تنفيذ أوامر عن بُعد قابلة للاستغلال. المرجع SOC-2024-2535 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,مغلق بعد المراجعة
INC-02056,2023-05-10,متوسطة,منصة الاجتماعات المؤمّنة,مؤشرات اختراق مستمرة في شريحة الشبكة 14,نشاط مستمر غير مفسر داخل شريحة إنتاجية وخطة الاحتواء المرحلية. المرجع SOC-2023-4930 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,مغلق
INC-02057,2022-04-10,متوسطة,منصة المراسلات الرسمية,تسريب مستندات تفاوضية من منصة المراسلات الرسمية,تحقيق في تسريب مستندات ذات قيمة تنافسية إلى خارج الجهة. المرجع SOC-2022-9627 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,مغلق
INC-02058,2020-12-14,حرجة,منصة الاجتماعات المؤمّنة,رصد تحركات القوات في بيانات تتبع مسربة,ظهور بيانات تحركات القوات ضمن مجموعة بيانات مسربة قيد الفحص. المرجع SOC-2020-9529 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,مغلق بعد المراجعة
INC-02059,2026-04-27,حرجة,منصة المراسلات الرسمية,اشتباه تسريب مفاتيح التشفير الخاصة بمنصة المراسلات الرسمية,مؤشرات على كشف مفاتيح التشفير المستخدمة في حماية قنوات وطنية. المرجع SOC-2026-9230 · الجهة المعنية: وحدة الالتزام التنظيمي.,وحدة الالتزام التنظيمي,مغلق
INC-02060,2022-09-27,عالية,شبكة الاتصالات الداخلية,إساءة استخدام صلاحيات إدارية في شبكة الاتصالات الداخلية,تحقيق في استخدام حساب إداري للوصول إلى سجلات خارج نطاق العمل. المرجع SOC-2022-1797 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,قيد المراجعة
INC-02061,2019-05-26,متوسطة,منصة التوثيق الإلكتروني,تسريب مستندات تفاوضية من منصة التوثيق الإلكتروني,تحقيق في تسريب مستندات ذات قيمة تنافسية إلى خارج الجهة. المرجع SOC-2019-5829 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,مغلق
INC-02062,2021-05-29,عالية,نظام إدارة العقود,إساءة استخدام صلاحيات إدارية في نظام إدارة العقود,تحقيق في استخدام حساب إداري للوصول إلى سجلات خارج نطاق العمل. المرجع SOC-2021-6255 · الجهة المعنية: وحدة الالتزام التنظيمي.,وحدة الالتزام التنظيمي,مصعّد
INC-02063,2026-05-14,حرجة,نظام التخطيط المؤسسي,محاولة اختراق أنظمة التحكم في شبكة الاتصالات الوطنية,رصد نشاط جهة تهديد مدعومة يستهدف أنظمة تحكم منشأة حيوية وطنية. المرجع SOC-2026-3763 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,مصعّد
INC-02064,2022-12-28,متوسطة,منصة التوثيق الإلكتروني,كشف بيانات اعتماد إدارية في مستودع شيفرة خارجي,تحقيق في نشر بيانات اعتماد تشغيلية بمستودع عام وإجراءات الإبطال. المرجع SOC-2022-7082 · الجهة المعنية: وحدة الالتزام التنظيمي.,وحدة الالتزام التنظيمي,قيد المراجعة
INC-02065,2020-08-29,متوسطة,منصة تبادل البيانات الوطنية,مؤشرات اختراق مستمرة في شريحة الشبكة 160,نشاط مستمر غير مفسر داخل شريحة إنتاجية وخطة الاحتواء المرحلية. المرجع SOC-2020-3048 · الجهة المعنية: فريق اختبار الاختراق.,فريق اختبار الاختراق,مغلق
INC-02066,2025-10-05,منخفضة,شبكة الاتصالات الداخلية,منشور توعوي عن التصيّد الإلكتروني - ضبط الجودة الربع الرابع 2025,منشور توعوي عام يشرح مؤشرات الرسائل المشبوهة للجمهور. المرجع SOC-2025-1653 · الجهة المعنية: إدارة المخاطر التقنية.,إدارة المخاطر التقنية,مغلق
INC-02067,2022-07-05,عالية,بوابة الموردين الإلكترونية,كشف بيانات اعتماد إدارية في مستودع شيفرة خارجي,تحقيق في نشر بيانات اعتماد تشغيلية بمستودع عام وإجراءات الإبطال. المرجع SOC-2022-4205 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,قيد المراجعة
INC-02068,2023-09-18,منخفضة,منصة الخدمات الحكومية الموحدة,تصريح عن اكتمال تحديث أمني في منصة الخدمات الحكومية الموحدة - 2023,تصريح رسمي عن اكتمال التحديث دون كشف تفاصيل فنية. المرجع SOC-2023-8887 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,مغلق
INC-02069,2022-03-17,عالية,شبكة الربط الحكومي,نتائج اختبار اختراق شبكة الربط الحكومي - الربع الثاني 2022,تحقيق هجومي كشف مسارات رفع صلاحيات قابلة للاستغلال. المرجع SOC-2022-3413 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,قيد المعالجة
INC-02070,2021-09-16,منخفضة,مركز البيانات الاحتياطي,مشاركة مخطط الشبكة مع مورد دون تصريح,إرسال مخطط الشبكة الداخلية لمورد خارج قناة الاعتماد. المرجع SOC-2021-7656 · الجهة المعنية: إدارة أمن المعلومات.,إدارة أمن المعلومات,قيد المعالجة
INC-02071,2025-02-01,منخفضة,نظام التحقق الرقمي,محاولة تصيّد موجهة لمنسوبي التدقيق الداخلي,رسائل تصيّد تطلب بيانات هوية ودخول من الموظفين. المرجع SOC-2025-7717 · الجهة المعنية: فريق الاستجابة للحوادث.,فريق الاستجابة للحوادث,مغلق
INC-02072,2020-10-28,عالية,نظام النسخ الاحتياطي المركزي,خطة الاستجابة الاستراتيجية لحوادث قطاع البنية التحتية,خطة استراتيجية لتصعيد الحوادث وتوزيع الأدوار بين الفرق. المرجع SOC-2020-6153 · الجهة المعنية: وحدة الالتزام التنظيمي.,وحدة الالتزام التنظيمي,قيد المراجعة
INC-02073,2020-04-27,عالية,نظام إدارة الهوية المركزي,حجب خدمة موزع على نظام إدارة الهوية المركزي - الجبيل,تحقيق في هجوم حجب خدمة أثّر على توفر المنصة وخطة الصد. المرجع SOC-2020-7882 · الجهة المعنية: وحدة الالتزام التنظيمي.,,قيد المعالجة
