record_id,entity_name_ar,cr_number,main_activity,city,registration_status,dataset_source,license
OPEN-00798,مجموعة الزياني للتسويق الرقمي,5606315126,المقاولات,تبوك,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00799,مختبرات العوفي لإدارة المشاريع,2050243796,التمويل والبنوك,الدمام,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00800,شركة العتيبي للترجمة والتعريب,7106377046,البناء والتشييد,سكاكا,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00801,شركة المالكي للتعليم والتدريب,7106245154,الخدمات اللوجستية,سكاكا,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00802,مختبرات المقرن لتقنية المعلومات,4031313050,الأمن والحراسة,مكة المكرمة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00803,مجموعة الخالدي للبنية التحتية,3206735098,التجارة الإلكترونية,حائل,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00804,مختبرات الخالدي للإعلام والتواصل,6506762611,المقاولات,نجران,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00805,شركة العامري للاستشارات,3406283577,الإعلام والتواصل,بريدة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00806,مصنع السديري للأمن السيبراني,4032244851,تجارة التجزئة,الطائف,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00807,شركة العوفي للاستشارات,4652474876,الإعلام والتواصل,ينبع,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00808,مجموعة العسيري للمستشفيات,7106952832,التجارة الإلكترونية,سكاكا,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00809,مكتب العرجاني للخدمات اللوجستية,4032780016,الخدمات الحكومية,الطائف,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00810,شركة التميمي للتعليم والتدريب,5855943347,التمويل والبنوك,أبها,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00811,شركة الصاعدي للمقاولات,1010180638,السياحة والضيافة,الرياض,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00812,مصنع الشمري للخدمات اللوجستية,5854175640,البناء والتشييد,خميس مشيط,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00813,مكتب الغامدي للتسويق الرقمي,7106378535,البناء والتشييد,سكاكا,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00814,مركز القرشي للطباعة والنشر,5606041784,الخدمات اللوجستية,تبوك,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00815,مجموعة الربيعي للترجمة والتعريب,4652673452,الأمن والحراسة,ينبع,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00816,شركة البلوي للأمن السيبراني,3406240160,التمويل والبنوك,بريدة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00817,مؤسسة الزبيدي للخدمات اللوجستية,6906764778,الخدمات الحكومية,عرعر,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00818,مصنع الرشيدي للاتصالات,2050636565,الطاقة والكهرباء,الدمام,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00819,شركة العنزي للتسويق الرقمي,4650508379,الشحن والنقل,المدينة المنورة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00820,مصنع البلوي للإعلام والتواصل,7106970447,البحث والتطوير,سكاكا,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00821,مجموعة المقرن للطباعة والنشر,5854203737,الإعلام والتواصل,خميس مشيط,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00822,مجموعة البلوي للاتصالات,6906297704,الخدمات الصحية,عرعر,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00823,مختبرات الحربي للبنية التحتية,5854531775,البحث والتطوير,خميس مشيط,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00824,شركة الحربي للصناعات الغذائية,4031594796,الاستيراد والتصدير,مكة المكرمة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00825,شركة الرويلي للتسويق الرقمي,7106068750,التعليم والتدريب,سكاكا,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00826,شركة العنزي لإدارة المشاريع,7106300303,تجارة التجزئة,سكاكا,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00827,مختبرات المالكي للإعلام والتواصل,4652480174,الأمن والحراسة,ينبع,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00828,مختبرات الخالدي للصناعات الغذائية,5854927424,الصناعات الغذائية,خميس مشيط,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00829,شركة مساهمة الغامدي للبنية التحتية,4650730073,البناء والتشييد,المدينة المنورة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00830,مختبرات المطيري لتقنية المعلومات,3406049885,البناء والتشييد,بريدة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00831,مختبرات الشهراني للترجمة والتعريب,3406507429,تجارة التجزئة,بريدة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00832,مركز الهاجري للإعلام والتواصل,5606698752,الخدمات الصحية,تبوك,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00833,شركة مساهمة العوفي للتطوير البرمجي,5606568112,الاستشارات,تبوك,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00834,مختبرات الخالدي للخدمات البيئية,5855440051,الأمن والحراسة,أبها,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00835,شركة مساهمة الصاعدي للأعمال العقارية,7106219816,الإعلام والتواصل,سكاكا,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00836,شركة مساهمة الربيعي للمقاولات,6506450005,السياحة والضيافة,نجران,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00837,مختبرات الخالدي للإعلام والتواصل,5854884979,الخدمات الحكومية,خميس مشيط,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00838,مجموعة الزهراني للمستشفيات,7106807155,الخدمات اللوجستية,سكاكا,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00839,مجموعة العنزي لإدارة المشاريع,5606835732,المقاولات,تبوك,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00840,مكتب الرشيدي للتجهيزات الطبية,6506957222,التمويل والبنوك,نجران,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00841,مختبرات العسيري للأمن السيبراني,3406539901,الإعلام والتواصل,بريدة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00842,مركز اليامي للطباعة والنشر,2051421151,تجارة التجزئة,الجبيل,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00843,مكتب العرجاني للخدمات المالية,6006320837,الخدمات اللوجستية,جازان,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00844,مكتب الفيفي للبنية التحتية,1010570225,التجارة الإلكترونية,الرياض,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00845,شركة مساهمة الحميدي للتعليم والتدريب,3206527967,البناء والتشييد,حائل,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00846,مصنع الحوساوي للطباعة والنشر,3406108195,المقاولات,بريدة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00847,مكتب الحوساوي للخدمات المالية,4650355175,البحث والتطوير,المدينة المنورة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00848,مجموعة الزياني للخدمات اللوجستية,6506285096,الخدمات اللوجستية,نجران,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00849,مصنع المقرن للخدمات اللوجستية,6506323302,تجارة التجزئة,نجران,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00850,مركز الشمري للتسويق الرقمي,6006433357,الخدمات الحكومية,جازان,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00851,مجموعة الرشيدي للصناعات الغذائية,4031892752,الإعلام والتواصل,مكة المكرمة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00852,مؤسسة السديري للخدمات المالية,2051710772,المقاولات,الجبيل,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00853,مركز السبيعي للمقاولات,2050639721,تقنية المعلومات,الدمام,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00854,مجموعة المرواني للمقاولات,4031037538,التمويل والبنوك,مكة المكرمة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00855,شركة مساهمة السواط للخدمات البيئية,6006525881,الاستشارات,جازان,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00856,مؤسسة العسيري للخدمات البيئية,3206322900,تقنية المعلومات,حائل,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00857,شركة مساهمة الحازمي للبنية التحتية,3406821011,البحث والتطوير,بريدة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00858,مركز البقمي للتسويق الرقمي,4031360555,الاستشارات,مكة المكرمة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00859,مؤسسة العمري للإعلام والتواصل,4031151178,السياحة والضيافة,مكة المكرمة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00860,مركز الخالدي للخدمات البيئية,5606368635,الاستيراد والتصدير,تبوك,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00861,مصنع الصاعدي للأعمال العقارية,6506727861,الخدمات الحكومية,نجران,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00862,مجموعة البلوي للإعلام والتواصل,2050559878,الخدمات الصحية,الدمام,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00863,شركة الحربي للتعليم والتدريب,4030481084,الخدمات الحكومية,جدة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00864,شركة مساهمة الشريف للاتصالات,4030934001,الاستيراد والتصدير,جدة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00865,شركة القحطاني للتعليم والتدريب,7106430777,التعليم والتدريب,سكاكا,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00866,مصنع العمري للصناعات الغذائية,4030958650,البحث والتطوير,جدة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00867,مركز الفيفي لإدارة المشاريع,4652870742,الخدمات الحكومية,ينبع,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00868,مؤسسة الزهراني للتجهيزات الطبية,2051217354,تجارة التجزئة,الجبيل,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00869,مجموعة القرشي للمقاولات,3406981297,الخدمات الصحية,بريدة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00870,مكتب السواط للخدمات المالية,4652091812,تجارة التجزئة,ينبع,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00871,مجموعة الثبيتي للخدمات المالية,4650691636,الصناعة التحويلية,المدينة المنورة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00872,مؤسسة الحميدي للتجهيزات الطبية,4032552368,الطاقة والكهرباء,الطائف,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00873,مجموعة المرواني للأمن السيبراني,3406654642,تجارة التجزئة,بريدة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00874,مختبرات العنزي للطباعة والنشر,4652201900,الاستشارات,ينبع,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00875,مكتب السهلي للتسويق الرقمي,5855396696,الطاقة والكهرباء,أبها,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00876,مجموعة الغامدي لإدارة المشاريع,6006705364,الأمن والحراسة,جازان,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00877,مؤسسة الجهني للأعمال العقارية,2050263888,الإعلام والتواصل,الدمام,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00878,شركة السبيعي للطباعة والنشر,4032162765,الصناعات الغذائية,الطائف,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00879,شركة السواط للإعلام والتواصل,4650041763,الإعلام والتواصل,المدينة المنورة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00880,شركة مساهمة البلوي للخدمات اللوجستية,2050147763,الصناعات الغذائية,الدمام,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00881,مختبرات البقمي للتجهيزات الطبية,5854859370,البناء والتشييد,خميس مشيط,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00882,شركة مساهمة العمري للاتصالات,3206972890,التعليم والتدريب,حائل,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00883,مختبرات السديري للأعمال العقارية,4030835628,الشحن والنقل,جدة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00884,مجموعة الهاجري للبنية التحتية,3206820216,البناء والتشييد,حائل,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00885,مصنع الدوسري للأمن السيبراني,4032268240,تقنية المعلومات,الطائف,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00886,مركز الشهراني للطباعة والنشر,5854769104,الخدمات الصحية,خميس مشيط,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00887,مؤسسة الشمري للبنية التحتية,2051536603,تجارة التجزئة,الجبيل,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00888,شركة العتيبي للمقاولات,5854074119,الصناعات الغذائية,خميس مشيط,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00889,مؤسسة العرجاني للبنية التحتية,1010595569,الاستيراد والتصدير,الرياض,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00890,مصنع العنزي للأمن السيبراني,4031828582,الشحن والنقل,مكة المكرمة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00891,شركة العامري للخدمات البيئية,6906419738,تجارة التجزئة,عرعر,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00892,مؤسسة الزبيدي للتجهيزات الطبية,6006726049,التمويل والبنوك,جازان,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00893,شركة السديري للمقاولات,3406882731,الاستيراد والتصدير,بريدة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00894,مركز الدوسري للبنية التحتية,4030624888,التعليم والتدريب,جدة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00895,شركة الغامدي للخدمات اللوجستية,2050892811,التعليم والتدريب,الدمام,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00896,مصنع الزبيدي للتعليم والتدريب,4650033629,الأمن والحراسة,المدينة المنورة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00897,مختبرات الخالدي للأمن السيبراني,3406584822,الطاقة والكهرباء,بريدة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00898,مجموعة العوفي للصناعات الغذائية,6906094902,الصناعة التحويلية,عرعر,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00899,مصنع الزبيدي للخدمات البيئية,4652152615,الخدمات الحكومية,ينبع,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00900,شركة البلوي للخدمات البيئية,3406899642,التعليم والتدريب,بريدة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00901,مصنع الصاعدي لإدارة المشاريع,1010764937,البحث والتطوير,الرياض,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00902,مكتب الخالدي للأعمال العقارية,4652835309,تجارة التجزئة,ينبع,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00903,مكتب السواط للتسويق الرقمي,4031506830,التعليم والتدريب,مكة المكرمة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00904,شركة مساهمة السلمي للبنية التحتية,5606118739,التجارة الإلكترونية,تبوك,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00905,مركز العامري للتجهيزات الطبية,6906151632,التمويل والبنوك,عرعر,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00906,شركة مساهمة الرويلي للترجمة والتعريب,1010718059,الاستيراد والتصدير,الرياض,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00907,مختبرات العنزي للاتصالات,6506212985,الصناعة التحويلية,نجران,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00908,مؤسسة القحطاني لتقنية المعلومات,3406101299,تجارة التجزئة,بريدة,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00909,شركة العرجاني للخدمات المالية,3206632202,الطاقة والكهرباء,حائل,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00910,مكتب الجهني للأعمال العقارية,6506504770,الصناعة التحويلية,نجران,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00911,مختبرات الرويلي للخدمات اللوجستية,2051477808,التمويل والبنوك,الجبيل,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00912,مجموعة البلوي للمقاولات,6906972096,تقنية المعلومات,عرعر,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00913,مجموعة الخالدي للاستشارات,7106378778,المقاولات,سكاكا,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00914,مصنع السبيعي للطباعة والنشر,1010832263,الصناعة التحويلية,الرياض,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00915,مركز الثبيتي للاتصالات,6006812793,الخدمات الصحية,جازان,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00916,شركة مساهمة المرواني لإدارة المشاريع,4030851833,الإعلام والتواصل,جدة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00917,شركة مساهمة المرواني للمستشفيات,1010101419,الاستشارات,الرياض,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00918,مختبرات العسيري للاتصالات,2051508342,تقنية المعلومات,الجبيل,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00919,شركة الرويلي للاتصالات,7106159254,البحث والتطوير,سكاكا,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00920,مصنع المقرن للبنية التحتية,2051014160,الشحن والنقل,الجبيل,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00921,شركة مساهمة البلوي للأعمال العقارية,2050390362,الخدمات الحكومية,الدمام,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00922,مجموعة الأسمري للمستشفيات,4650816068,تجارة التجزئة,المدينة المنورة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00923,مختبرات السواط للأمن السيبراني,4650412812,الأمن والحراسة,المدينة المنورة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00924,شركة مساهمة السبيعي للاستشارات,2050861753,الإعلام والتواصل,الدمام,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00925,شركة مساهمة اليامي للاتصالات,3206185950,التعليم والتدريب,حائل,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00926,مجموعة السواط للأمن السيبراني,6006926462,البحث والتطوير,جازان,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00927,مجموعة القرني للصناعات الغذائية,3406047495,تقنية المعلومات,بريدة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00928,مكتب الرويلي للتعليم والتدريب,7106513778,الاستيراد والتصدير,سكاكا,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00929,شركة مساهمة السواط لإدارة المشاريع,7106335761,تقنية المعلومات,سكاكا,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00930,مصنع الفيفي للاستشارات,7106626272,التمويل والبنوك,سكاكا,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00931,مكتب العسيري لإدارة المشاريع,1010065732,التجارة الإلكترونية,الرياض,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00932,مؤسسة الحربي للإعلام والتواصل,5854015448,تقنية المعلومات,خميس مشيط,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00933,مكتب الرويلي للاستشارات,6506761925,تقنية المعلومات,نجران,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00934,شركة مساهمة القرني للتسويق الرقمي,4652729729,تقنية المعلومات,ينبع,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00935,مكتب البلوي للخدمات المالية,3406685810,الخدمات الحكومية,بريدة,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00936,مصنع الزبيدي للإعلام والتواصل,6506870783,الأمن والحراسة,نجران,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00937,شركة مساهمة الحميدي للتجهيزات الطبية,1010147005,الخدمات الحكومية,الرياض,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00938,مكتب الحازمي للأعمال العقارية,3206374557,الاستشارات,حائل,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00939,مكتب العامري للصناعات الغذائية,4032271219,تجارة التجزئة,الطائف,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00940,مجموعة اليامي للبنية التحتية,5606755780,الصناعة التحويلية,تبوك,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00941,مؤسسة القرشي للتطوير البرمجي,4031622017,الطاقة والكهرباء,مكة المكرمة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00942,مؤسسة القرشي لتقنية المعلومات,6506987694,الصناعات الغذائية,نجران,ساري,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00943,مكتب الشمري للخدمات البيئية,4650509801,الاستيراد والتصدير,المدينة المنورة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00944,مختبرات الثبيتي للمقاولات,3406497660,التعليم والتدريب,بريدة,منتهي,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00945,مجموعة الأسمري للأعمال العقارية,5854311425,الأمن والحراسة,خميس مشيط,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
OPEN-00946,مكتب الشمري لتقنية المعلومات,4652005966,الخدمات الصحية,ينبع,موقوف,بوابة البيانات المفتوحة (نموذج),ترخيص البيانات المفتوحة - Attribution
