initiative_id,created_date,initiative_title_ar,description_ar,owning_sector,approval_stage,disclosure_status
INIT-01410,2022-05-06,تحقيق جدوى موسّع لبرنامج المدن الذكية,تحقيق جدوى يتضمن أرقامًا مالية غير معلنة وسيناريوهات المخاطر. المرجع INI-2022-5776 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,قيد الدراسة,معلن جزئيًا
INIT-01411,2025-07-31,خطة دخول سوق القطيف - نسخة غير معلنة,خطة استراتيجية لدخول السوق وتقديرات الحصة المستهدفة. المرجع INI-2025-9213 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,معتمدة داخليًا,معلن جزئيًا
INIT-01412,2024-08-03,تحقيق جدوى موسّع لبرنامج تحديث البنية التقنية,تحقيق جدوى يتضمن أرقامًا مالية غير معلنة وسيناريوهات المخاطر. المرجع INI-2024-1698 · الجهة المعنية: قطاع الشراكات.,قطاع الشراكات,بانتظار الاعتماد,معلن جزئيًا
INIT-01413,2020-06-14,مشروع تحديث أنظمة مركز التحكم بالسكك الحديدية - مرحلة 3,تحديث أنظمة تحكم منشأة حيوية وجدول الإيقاف المخطط. المرجع INI-2020-1431 · الجهة المعنية: قطاع الشراكات.,قطاع الشراكات,بانتظار الاعتماد,غير معلن
INIT-01414,2023-10-15,بيان صحفي عن شراكة معلنة في ينبع - 2023,بيان صحفي منشور عن شراكة تم الإعلان عنها رسميًا. المرجع INI-2023-6922 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,مسودة أولية,معلن
INIT-01415,2019-04-16,إعادة هيكلة قطاع الشراكات - قبل الاعتماد,تصور إعادة الهيكلة وأثرها الوظيفي قبل الاعتماد من المجلس. المرجع INI-2019-2465 · الجهة المعنية: قطاع الشراكات.,قطاع الشراكات,بانتظار الاعتماد,معلن جزئيًا
INIT-01416,2021-05-03,مبادرة مواقع تخزين احتياطية للبيانات الحساسة,تحديد مواقع تخزين احتياطية وسعاتها ومستويات حمايتها. المرجع INI-2021-1540 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,مسودة أولية,معلن جزئيًا
INIT-01417,2021-04-24,إعادة هيكلة قطاع التقنية والمشاريع - قبل الاعتماد,تصور إعادة الهيكلة وأثرها الوظيفي قبل الاعتماد من المجلس. المرجع INI-2021-6382 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,مسودة أولية,غير معلن
INIT-01418,2020-08-02,مبادرة إدارة مفاتيح التشفير على مستوى الجهات الوطنية,تصميم مركزي لإدارة مفاتيح التشفير عبر الأنظمة الوطنية. المرجع INI-2020-3516 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,مرفوعة للجنة,غير معلن
INIT-01419,2019-11-17,مشروع تحديث أنظمة مطار دولي - مرحلة 4,تحديث أنظمة تحكم منشأة حيوية وجدول الإيقاف المخطط. المرجع INI-2019-1813 · الجهة المعنية: قطاع التقنية والمشاريع.,قطاع التقنية والمشاريع,بانتظار الاعتماد,غير معلن
INIT-01420,2020-07-31,بيان صحفي عن شراكة معلنة في الطائف - 2020,بيان صحفي منشور عن شراكة تم الإعلان عنها رسميًا. المرجع INI-2020-7969 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,مسودة أولية,معلن
INIT-01421,2022-06-06,نموذج تسعير برنامج المرونة التشغيلية للمنافسات الحكومية,هوامش وحدود تسعير استراتيجية غير قابلة للإفصاح للمنافسين. المرجع INI-2022-6975 · الجهة المعنية: قطاع الحلول الحكومية.,,مسودة أولية,معلن جزئيًا
INIT-01422,2019-10-22,مشروع منظومة اتصالات لجهة عسكري الطابع,متطلبات منظومة اتصالات لجهة عسكري الطابع وقيود التسليم. المرجع INI-2019-4825 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,مرفوعة للجنة,غير معلن
INIT-01423,2023-06-12,مبادرة تحليل استخبارات التهديد الوطنية,بناء قدرة استخبارات تهديد مشتركة بين الجهات الوطنية. المرجع INI-2023-4740 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,مسودة أولية,غير معلن
INIT-01424,2020-06-22,خطة دخول سوق سكاكا - نسخة غير معلنة,خطة استراتيجية لدخول السوق وتقديرات الحصة المستهدفة. المرجع INI-2020-9847 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,قيد التنفيذ المبدئي,معلن جزئيًا
INIT-01425,2023-07-17,خطة التخارج الاستراتيجية من عقد تشغيل كبير,خيارات التخارج الاستراتيجية وأثرها المالي على الإيرادات. المرجع INI-2023-1833 · الجهة المعنية: قطاع التقنية والمشاريع.,قطاع التقنية والمشاريع,بانتظار الاعتماد,معلن جزئيًا
INIT-01426,2023-05-25,تحقيق جدوى موسّع لبرنامج تحديث البنية التقنية,تحقيق جدوى يتضمن أرقامًا مالية غير معلنة وسيناريوهات المخاطر. المرجع INI-2023-1786 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,مسودة أولية,معلن جزئيًا
INIT-01427,2019-08-12,خطة الاستحواذ الاستراتيجية على مزوّد تقني إقليمي,خطة استراتيجية للاستحواذ مع تقييم مبدئي وهيكل تمويل مقترح. المرجع INI-2019-7285 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,بانتظار الاعتماد,غير معلن
INIT-01428,2025-02-04,مصفوفة الشركاء المحتملين لبرنامج التوسع الإقليمي,تقييم شركاء محتملين وشروط التفضيل قبل الإفصاح للسوق. المرجع INI-2025-2097 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,مسودة أولية,غير معلن
INIT-01429,2021-08-25,نموذج تسعير برنامج الحوسبة السيادية للمنافسات الحكومية,هوامش وحدود تسعير استراتيجية غير قابلة للإفصاح للمنافسين. المرجع INI-2021-8488 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,قيد الدراسة,معلن جزئيًا
INIT-01430,2026-02-23,الميزانية الاستراتيجية لبرنامج المرونة التشغيلية 2026-2030,تفاصيل الميزانية الاستراتيجية وتوزيعها على المراحل قبل الاعتماد. المرجع INI-2026-2818 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,بانتظار الاعتماد,معلن جزئيًا
INIT-01431,2024-04-26,إعلان انطلاق برنامج التحول الرقمي - قطاع البنية التحتية 2024,إعلان رسمي عن انطلاق البرنامج وأهدافه المعلنة. المرجع INI-2024-9058 · الجهة المعنية: قطاع التقنية والمشاريع.,قطاع التقنية والمشاريع,بانتظار الاعتماد,معلن
INIT-01432,2025-07-04,معاهدة تعاون تقني قيد التفاوض مع منظمة إقليمية,نص معاهدة تعاون تقني قيد التفاوض وبنود نقل المعرفة. المرجع INI-2025-9569 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,بانتظار الاعتماد,معلن جزئيًا
INIT-01433,2021-09-29,مذكرة تفاهم مع جهة سيادية شريكة لتنفيذ برنامج التوسع الإقليمي,مسودة مذكرة تفاهم لم تُوقّع بعد وتتضمن التزامات مالية. المرجع INI-2021-7225 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,مرفوعة للجنة,غير معلن
INIT-01434,2019-01-22,متطلبات ربط شبكي لبرنامج الذكاء الاصطناعي المؤسسي,مخطط الشبكة المطلوب لربط بيئات المشروع الداخلية. المرجع INI-2019-2015 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,قيد التنفيذ المبدئي,معلن جزئيًا
INIT-01435,2023-12-25,جدول بدلات ورواتب فريق برنامج التحول الرقمي,جدول رواتب وبدلات أعضاء الفريق خلال مراحل التنفيذ. المرجع INI-2023-9954 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,قيد الدراسة,غير معلن
INIT-01436,2020-10-25,تحقيق جدوى موسّع لبرنامج تكامل الأنظمة الحكومية,تحقيق جدوى يتضمن أرقامًا مالية غير معلنة وسيناريوهات المخاطر. المرجع INI-2020-2234 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,بانتظار الاعتماد,غير معلن
INIT-01437,2025-08-22,المشروع الوطني المرجعي رقم NP-675 - تداول اللجنة العليا,مشروع لا تُتداول تفاصيله خارج اللجنة العليا لارتباطه بمواقع وطنية. المرجع INI-2025-6892 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,بانتظار الاعتماد,غير معلن
INIT-01438,2021-01-19,خطة التخارج الاستراتيجية من عقد تشغيل كبير,خيارات التخارج الاستراتيجية وأثرها المالي على الإيرادات. المرجع INI-2021-7667 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,مسودة أولية,معلن جزئيًا
INIT-01439,2026-02-05,تحقيق جدوى موسّع لبرنامج الذكاء الاصطناعي المؤسسي,تحقيق جدوى يتضمن أرقامًا مالية غير معلنة وسيناريوهات المخاطر. المرجع INI-2026-5569 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,مسودة أولية,معلن جزئيًا
INIT-01440,2022-09-18,مسار تفاوض دبلوماسي لتوطين برنامج تحديث البنية التقنية,مسار ذو طابع دبلوماسي لتوطين التقنية مع أطراف خارجية. المرجع INI-2022-3562 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,مرفوعة للجنة,غير معلن
INIT-01441,2025-11-09,خطة الاستحواذ الاستراتيجية على مزوّد تقني إقليمي,خطة استراتيجية للاستحواذ مع تقييم مبدئي وهيكل تمويل مقترح. المرجع INI-2025-8025 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,بانتظار الاعتماد,معلن جزئيًا
INIT-01442,2025-05-20,مبادرة داخلية رقم SI-2025-675 - غير معلنة,مبادرة قيد الدراسة يترتب على كشفها المبكر أثر تنافسي مباشر. المرجع INI-2025-9193 · الجهة المعنية: قطاع العمليات.,,مسودة أولية,غير معلن
INIT-01443,2021-02-16,مشروع منظومة اتصالات لجهة عسكري الطابع,متطلبات منظومة اتصالات لجهة عسكري الطابع وقيود التسليم. المرجع INI-2021-7430 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,مرفوعة للجنة,غير معلن
INIT-01444,2024-08-13,مبادرة مواقع تخزين احتياطية للبيانات الحساسة,تحديد مواقع تخزين احتياطية وسعاتها ومستويات حمايتها. المرجع INI-2024-7946 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,قيد الدراسة,معلن جزئيًا
INIT-01445,2021-04-20,مبادرة داخلية رقم SI-2021-153 - غير معلنة,مبادرة قيد الدراسة يترتب على كشفها المبكر أثر تنافسي مباشر. المرجع INI-2021-1095 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,قيد الدراسة,غير معلن
INIT-01446,2025-03-10,معاهدة تعاون تقني قيد التفاوض مع شريك تقني عالمي,نص معاهدة تعاون تقني قيد التفاوض وبنود نقل المعرفة. المرجع INI-2025-7920 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,قيد الدراسة,معلن جزئيًا
INIT-01447,2022-10-21,الميزانية الاستراتيجية لبرنامج الحوسبة السيادية 2022-2026,تفاصيل الميزانية الاستراتيجية وتوزيعها على المراحل قبل الاعتماد. المرجع INI-2022-7664 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,مرفوعة للجنة,غير معلن
INIT-01448,2022-02-10,مصفوفة الشركاء المحتملين لبرنامج الحوسبة السيادية,تقييم شركاء محتملين وشروط التفضيل قبل الإفصاح للسوق. المرجع INI-2022-2835 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,مرفوعة للجنة,معلن جزئيًا
INIT-01449,2025-12-20,خطة الاستحواذ الاستراتيجية على مزوّد تقني إقليمي,خطة استراتيجية للاستحواذ مع تقييم مبدئي وهيكل تمويل مقترح. المرجع INI-2025-3535 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,بانتظار الاعتماد,معلن جزئيًا
INIT-01450,2024-07-20,خطة التخارج الاستراتيجية من عقد تشغيل كبير,خيارات التخارج الاستراتيجية وأثرها المالي على الإيرادات. المرجع INI-2024-9483 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,معتمدة داخليًا,غير معلن
INIT-01451,2019-06-08,معاهدة تعاون تقني قيد التفاوض مع دولة شريكة,نص معاهدة تعاون تقني قيد التفاوض وبنود نقل المعرفة. المرجع INI-2019-3040 · الجهة المعنية: قطاع العمليات.,,مسودة أولية,غير معلن
INIT-01452,2021-02-07,مسار تفاوض دبلوماسي لتوطين برنامج الذكاء الاصطناعي المؤسسي,مسار ذو طابع دبلوماسي لتوطين التقنية مع أطراف خارجية. المرجع INI-2021-2396 · الجهة المعنية: قطاع التقنية والمشاريع.,قطاع التقنية والمشاريع,مرفوعة للجنة,معلن جزئيًا
INIT-01453,2022-04-16,عرض أسعار استشاري لمرحلة تصميم برنامج المدن الذكية,عرض أسعار مقدم من بيت خبرة ضمن نطاق محدود. المرجع INI-2022-9097 · الجهة المعنية: قطاع الشراكات.,قطاع الشراكات,قيد التنفيذ المبدئي,معلن جزئيًا
INIT-01454,2024-08-13,مبادرة داخلية رقم SI-2024-241 - غير معلنة,مبادرة قيد الدراسة يترتب على كشفها المبكر أثر تنافسي مباشر. المرجع INI-2024-6275 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,مرفوعة للجنة,غير معلن
INIT-01455,2021-11-29,برنامج تشغيل منشأة حيوية وطنية في بريدة,نطاق تشغيل منشأة حيوية وطنية وحدود المسؤولية التشغيلية. المرجع INI-2021-5208 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,معتمدة داخليًا,غير معلن
INIT-01456,2026-03-20,مبادرة داخلية رقم SI-2026-700 - غير معلنة,مبادرة قيد الدراسة يترتب على كشفها المبكر أثر تنافسي مباشر. المرجع INI-2026-6583 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,بانتظار الاعتماد,غير معلن
INIT-01457,2024-03-11,إعادة هيكلة قطاع التقنية والمشاريع - قبل الاعتماد,تصور إعادة الهيكلة وأثرها الوظيفي قبل الاعتماد من المجلس. المرجع INI-2024-4852 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,معتمدة داخليًا,معلن جزئيًا
INIT-01458,2025-07-31,بيان صحفي عن شراكة معلنة في ينبع - 2025,بيان صحفي منشور عن شراكة تم الإعلان عنها رسميًا. المرجع INI-2025-8988 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,قيد التنفيذ المبدئي,معلن
INIT-01459,2025-10-13,مبادرة داخلية رقم SI-2025-988 - غير معلنة,مبادرة قيد الدراسة يترتب على كشفها المبكر أثر تنافسي مباشر. المرجع INI-2025-9700 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,مسودة أولية,معلن جزئيًا
INIT-01460,2022-06-18,جدول بدلات ورواتب فريق برنامج التحول الرقمي,جدول رواتب وبدلات أعضاء الفريق خلال مراحل التنفيذ. المرجع INI-2022-7813 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,قيد الدراسة,غير معلن
INIT-01461,2023-04-19,مسار تفاوض دبلوماسي لتوطين برنامج أمن سلاسل الإمداد,مسار ذو طابع دبلوماسي لتوطين التقنية مع أطراف خارجية. المرجع INI-2023-5321 · الجهة المعنية: قطاع التقنية والمشاريع.,قطاع التقنية والمشاريع,مسودة أولية,معلن جزئيًا
INIT-01462,2020-12-31,تحقيق جدوى موسّع لبرنامج تحديث البنية التقنية,تحقيق جدوى يتضمن أرقامًا مالية غير معلنة وسيناريوهات المخاطر. المرجع INI-2020-8994 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,بانتظار الاعتماد,غير معلن
INIT-01463,2020-06-27,مذكرة تفاهم مع منظمة إقليمية لتنفيذ برنامج التوسع الإقليمي,مسودة مذكرة تفاهم لم تُوقّع بعد وتتضمن التزامات مالية. المرجع INI-2020-3079 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,قيد التنفيذ المبدئي,معلن جزئيًا
INIT-01464,2021-09-27,مبادرة تحليل استخبارات التهديد الوطنية,بناء قدرة استخبارات تهديد مشتركة بين الجهات الوطنية. المرجع INI-2021-6316 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,قيد التنفيذ المبدئي,غير معلن
INIT-01465,2024-03-14,بيان صحفي عن شراكة معلنة في تبوك - 2024,بيان صحفي منشور عن شراكة تم الإعلان عنها رسميًا. المرجع INI-2024-9649 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,قيد الدراسة,معلن
INIT-01466,2023-07-23,مسار تفاوض دبلوماسي لتوطين برنامج الذكاء الاصطناعي المؤسسي,مسار ذو طابع دبلوماسي لتوطين التقنية مع أطراف خارجية. المرجع INI-2023-5312 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,مسودة أولية,غير معلن
INIT-01467,2019-03-24,مبادرة مواقع تخزين احتياطية للبيانات الحساسة,تحديد مواقع تخزين احتياطية وسعاتها ومستويات حمايتها. المرجع INI-2019-6149 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,قيد التنفيذ المبدئي,معلن جزئيًا
INIT-01468,2022-04-20,مبادرة داخلية رقم SI-2022-527 - غير معلنة,مبادرة قيد الدراسة يترتب على كشفها المبكر أثر تنافسي مباشر. المرجع INI-2022-5822 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,معتمدة داخليًا,غير معلن
INIT-01469,2023-06-25,مذكرة تفاهم مع صندوق استثماري دولي لتنفيذ برنامج الذكاء الاصطناعي المؤسسي,مسودة مذكرة تفاهم لم تُوقّع بعد وتتضمن التزامات مالية. المرجع INI-2023-5020 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,بانتظار الاعتماد,غير معلن
INIT-01470,2021-01-26,نموذج تسعير برنامج الاستحواذ التقني للمنافسات الحكومية,هوامش وحدود تسعير استراتيجية غير قابلة للإفصاح للمنافسين. المرجع INI-2021-8517 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,بانتظار الاعتماد,غير معلن
INIT-01471,2022-04-30,خطة التخارج الاستراتيجية من عقد تشغيل كبير,خيارات التخارج الاستراتيجية وأثرها المالي على الإيرادات. المرجع INI-2022-8954 · الجهة المعنية: قطاع الشراكات.,قطاع الشراكات,قيد التنفيذ المبدئي,غير معلن
INIT-01472,2022-05-11,معاهدة تعاون تقني قيد التفاوض مع صندوق استثماري دولي,نص معاهدة تعاون تقني قيد التفاوض وبنود نقل المعرفة. المرجع INI-2022-9583 · الجهة المعنية: قطاع التقنية والمشاريع.,قطاع التقنية والمشاريع,قيد الدراسة,معلن جزئيًا
INIT-01473,2024-10-22,خطة التخارج الاستراتيجية من عقد تشغيل كبير,خيارات التخارج الاستراتيجية وأثرها المالي على الإيرادات. المرجع INI-2024-2350 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,بانتظار الاعتماد,غير معلن
INIT-01474,2025-02-07,مبادرة مواقع تخزين احتياطية للبيانات الحساسة,تحديد مواقع تخزين احتياطية وسعاتها ومستويات حمايتها. المرجع INI-2025-9249 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,مسودة أولية,غير معلن
INIT-01475,2020-05-16,مبادرة مواقع تخزين احتياطية للبيانات الحساسة,تحديد مواقع تخزين احتياطية وسعاتها ومستويات حمايتها. المرجع INI-2020-5346 · الجهة المعنية: قطاع التقنية والمشاريع.,قطاع التقنية والمشاريع,قيد التنفيذ المبدئي,معلن جزئيًا
INIT-01476,2020-03-06,مشروع تحديث أنظمة مركز تحكم شبكة النقل - مرحلة 2,تحديث أنظمة تحكم منشأة حيوية وجدول الإيقاف المخطط. المرجع INI-2020-3003 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,قيد التنفيذ المبدئي,غير معلن
INIT-01477,2025-03-04,مصفوفة الشركاء المحتملين لبرنامج المرونة التشغيلية,تقييم شركاء محتملين وشروط التفضيل قبل الإفصاح للسوق. المرجع INI-2025-1383 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,مرفوعة للجنة,غير معلن
INIT-01478,2024-03-15,مبادرة الحوسبة السيادية وحماية سيادة البيانات,تصميم بيئة تضمن سيادة البيانات الوطنية وحدود الاستضافة المسموحة. المرجع INI-2024-3548 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,بانتظار الاعتماد,غير معلن
INIT-01479,2021-05-08,خطة الاستحواذ الاستراتيجية على مزوّد تقني إقليمي,خطة استراتيجية للاستحواذ مع تقييم مبدئي وهيكل تمويل مقترح. المرجع INI-2021-1387 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,قيد التنفيذ المبدئي,غير معلن
INIT-01480,2021-01-07,خطة التخارج الاستراتيجية من عقد تشغيل كبير,خيارات التخارج الاستراتيجية وأثرها المالي على الإيرادات. المرجع INI-2021-2173 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,قيد التنفيذ المبدئي,معلن جزئيًا
INIT-01481,2024-05-15,مبادرة تحليل استخبارات التهديد الوطنية,بناء قدرة استخبارات تهديد مشتركة بين الجهات الوطنية. المرجع INI-2024-1549 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,قيد التنفيذ المبدئي,غير معلن
INIT-01482,2023-06-21,مسار تفاوض دبلوماسي لتوطين برنامج المرونة التشغيلية,مسار ذو طابع دبلوماسي لتوطين التقنية مع أطراف خارجية. المرجع INI-2023-5884 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,بانتظار الاعتماد,معلن جزئيًا
INIT-01483,2023-04-01,مبادرة داخلية رقم SI-2023-671 - غير معلنة,مبادرة قيد الدراسة يترتب على كشفها المبكر أثر تنافسي مباشر. المرجع INI-2023-1079 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,مسودة أولية,معلن جزئيًا
INIT-01484,2023-09-17,مبادرة داخلية رقم SI-2023-616 - غير معلنة,مبادرة قيد الدراسة يترتب على كشفها المبكر أثر تنافسي مباشر. المرجع INI-2023-5736 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,قيد التنفيذ المبدئي,معلن جزئيًا
INIT-01485,2019-10-17,الميزانية الاستراتيجية لبرنامج المرونة التشغيلية 2019-2022,تفاصيل الميزانية الاستراتيجية وتوزيعها على المراحل قبل الاعتماد. المرجع INI-2019-8116 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,قيد الدراسة,معلن جزئيًا
INIT-01486,2023-10-26,المشروع الوطني المرجعي رقم NP-772 - تداول اللجنة العليا,مشروع لا تُتداول تفاصيله خارج اللجنة العليا لارتباطه بمواقع وطنية. المرجع INI-2023-5503 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,بانتظار الاعتماد,غير معلن
INIT-01487,2020-12-19,مشروع تحديث أنظمة محطة توليد كهربائي - مرحلة 3,تحديث أنظمة تحكم منشأة حيوية وجدول الإيقاف المخطط. المرجع INI-2020-3460 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,بانتظار الاعتماد,غير معلن
INIT-01488,2020-01-18,نموذج تسعير برنامج تكامل الأنظمة الحكومية للمنافسات الحكومية,هوامش وحدود تسعير استراتيجية غير قابلة للإفصاح للمنافسين. المرجع INI-2020-8669 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,مرفوعة للجنة,غير معلن
INIT-01489,2019-03-30,مذكرة تفاهم مع جهة سيادية شريكة لتنفيذ برنامج الحوسبة السيادية,مسودة مذكرة تفاهم لم تُوقّع بعد وتتضمن التزامات مالية. المرجع INI-2019-5448 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,قيد التنفيذ المبدئي,معلن جزئيًا
INIT-01490,2020-04-11,برنامج تشغيل منشأة حيوية وطنية في الرياض,نطاق تشغيل منشأة حيوية وطنية وحدود المسؤولية التشغيلية. المرجع INI-2020-4942 · الجهة المعنية: قطاع التقنية والمشاريع.,قطاع التقنية والمشاريع,قيد الدراسة,غير معلن
INIT-01491,2021-04-22,مذكرة تفاهم مع صندوق استثماري دولي لتنفيذ برنامج التحول الرقمي,مسودة مذكرة تفاهم لم تُوقّع بعد وتتضمن التزامات مالية. المرجع INI-2021-3255 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,معتمدة داخليًا,غير معلن
INIT-01492,2020-04-08,مبادرة داخلية رقم SI-2020-788 - غير معلنة,مبادرة قيد الدراسة يترتب على كشفها المبكر أثر تنافسي مباشر. المرجع INI-2020-1897 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,مرفوعة للجنة,معلن جزئيًا
INIT-01493,2025-07-25,مبادرة مواقع تخزين احتياطية للبيانات الحساسة,تحديد مواقع تخزين احتياطية وسعاتها ومستويات حمايتها. المرجع INI-2025-6731 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,قيد التنفيذ المبدئي,غير معلن
INIT-01494,2024-12-07,إعادة هيكلة قطاع البنية التحتية - قبل الاعتماد,تصور إعادة الهيكلة وأثرها الوظيفي قبل الاعتماد من المجلس. المرجع INI-2024-8645 · الجهة المعنية: قطاع التحول الرقمي.,,مرفوعة للجنة,غير معلن
INIT-01495,2020-07-15,الميزانية الاستراتيجية لبرنامج الذكاء الاصطناعي المؤسسي 2020-2024,تفاصيل الميزانية الاستراتيجية وتوزيعها على المراحل قبل الاعتماد. المرجع INI-2020-7550 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,معتمدة داخليًا,غير معلن
INIT-01496,2021-02-25,مبادرة إدارة مفاتيح التشفير على مستوى الجهات الوطنية,تصميم مركزي لإدارة مفاتيح التشفير عبر الأنظمة الوطنية. المرجع INI-2021-5569 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,معتمدة داخليًا,غير معلن
INIT-01497,2019-07-18,معاهدة تعاون تقني قيد التفاوض مع جهة سيادية شريكة,نص معاهدة تعاون تقني قيد التفاوض وبنود نقل المعرفة. المرجع INI-2019-5717 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,بانتظار الاعتماد,غير معلن
INIT-01498,2023-04-18,نموذج تسعير برنامج تكامل الأنظمة الحكومية للمنافسات الحكومية,هوامش وحدود تسعير استراتيجية غير قابلة للإفصاح للمنافسين. المرجع INI-2023-7562 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,قيد الدراسة,معلن جزئيًا
INIT-01499,2019-04-28,مبادرة داخلية رقم SI-2019-154 - غير معلنة,مبادرة قيد الدراسة يترتب على كشفها المبكر أثر تنافسي مباشر. المرجع INI-2019-8294 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,قيد التنفيذ المبدئي,غير معلن
INIT-01500,2026-04-21,جدول بدلات ورواتب فريق برنامج أمن سلاسل الإمداد,جدول رواتب وبدلات أعضاء الفريق خلال مراحل التنفيذ. المرجع INI-2026-5685 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,بانتظار الاعتماد,غير معلن
INIT-01501,2019-09-23,مشروع منظومة اتصالات لجهة عسكري الطابع,متطلبات منظومة اتصالات لجهة عسكري الطابع وقيود التسليم. المرجع INI-2019-3604 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,مسودة أولية,غير معلن
